stock_code,industry,notice_date,news_text,rule_sentiment,announcement_type,sentiment_score,price_change_1,price_change_2,price_change_3
600036,银行,2026-04-29,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,-0.1552,-0.5974,-1.2987,-1.4286
600036,银行,2026-04-29,招商银行:招商银行股份有限公司关于独立非执行董事辞任的公告（高管人员任职变动）,0.0,general,-0.1552,-0.5974,-1.2987,-1.4286
600036,银行,2026-04-29,招商银行:招商银行股份有限公司2026年第一季度第三支柱报告（其他）,0.0,general,-0.1552,-0.5974,-1.2987,-1.4286
600036,银行,2026-04-29,招商银行:招商银行股份有限公司2026年第一季度报告（一季度报告全文）,0.0,routine,-0.1552,-0.5974,-1.2987,-1.4286
600036,银行,2026-04-23,招商银行:[H股公告]招商银行股份有限公司伦敦分行在招商银行股份有限公司的50亿美元中期票据计划下发行于2029年到期的人民币30亿元票息为1.73%的票据（其他）,0.0,general,-0.1254,-1.0801,-1.0801,-0.5275
600036,银行,2026-04-17,招商银行:招商银行股份有限公司关于优先股全部赎回及摘牌完成的公告（其他）,0.0,general,0.1086,0.8856,0.8856,0.5567
600036,银行,2026-04-17,招商银行:[H股公告]招商银行股份有限公司董事会会议召开日期（其他）,0.0,general,0.1086,0.8856,0.8856,0.5567
600036,银行,2026-04-16,招商银行:招商银行股份有限公司关于无固定期限资本债券发行完毕的公告（其他）,0.0,general,-0.055,-0.9772,-0.1002,-0.1002
600036,银行,2026-04-10,招商银行:招商银行股份有限公司关于优先股停牌的提示性公告（停牌公告）,-0.6,bearish,-0.1348,-0.5866,-0.204,1.7598
600036,银行,2026-04-10,招商银行:招商银行股份有限公司关于优先股全部赎回及摘牌的公告（其他）,0.0,general,0.0452,-0.5866,-0.204,1.7598
600036,银行,2026-04-09,招商银行:招商银行股份有限公司关于刊发50亿美元中期票据计划发售通函的公告（其他）,0.0,general,-0.0547,-0.1274,-0.7132,-0.3311
600036,银行,2026-04-03,招商银行:[H股公告]于香港联合交易所有限公司上市之通告——招商银行股份有限公司50亿美元中期票据计划（其他）,0.0,general,-0.0391,-1.0406,0.5584,-0.3553
600036,银行,2026-04-01,招商银行:招商银行股份有限公司关于赎回优先股的第三次提示性公告（其他）,0.0,routine,-0.1535,-0.1507,-1.0547,-2.0844
600036,银行,2026-03-28,招商银行:招商银行股份有限公司董事会审计委员会2025年度履职情况报告（其他）,0.0,general,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司董事会审计委员会对2025年度会计师事务所履行监督职责情况报告（其他）,0.0,general,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司董事会决议公告（分配预案）,0.0,routine,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司2025年度可持续发展报告摘要（ESG公告）,0.0,general,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:非经营性资金占用及其他关联资金往来情况的专项说明（专项说明/独立意见）,0.0,routine,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司关于2025年度会计师事务所履职情况的评估报告（其他）,0.0,general,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司2025年度内部控制审计报告（审计报告）,0.0,routine,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司2025年度内部控制评价报告（内部控制报告）,0.0,routine,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司关于续聘会计师事务所的公告（审计机构变更）,0.0,general,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司2025年度利润分配方案公告（分配预案）,0.0,general,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司董事会关于独立董事独立性的专项意见（专项说明/独立意见）,0.0,routine,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司2025年度报告（年度报告全文）,0.0,routine,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司2025年度审计报告(含经审计的财务报表及附注)（审计报告）,0.0,routine,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司2025年度可持续发展报告（ESG公告）,0.0,general,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司独立董事2025年度述职报告（独立董事述职报告）,0.0,routine,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司2025年度第三支柱报告（其他）,0.0,general,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-28,招商银行:招商银行股份有限公司2025年度报告摘要（年度报告摘要）,0.0,routine,0.0355,0.1014,-0.3043,0.9635
600036,银行,2026-03-26,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,-0.0519,-0.3033,-0.2022,-0.6067
600036,银行,2026-03-21,招商银行:招商银行股份有限公司关于召开2025年度业绩说明会的公告（其他）,0.0,routine,-0.2418,-2.6918,-1.2579,-1.2327
600036,银行,2026-03-21,招商银行:招商银行股份有限公司关于赎回优先股的第二次提示性公告（其他）,0.0,routine,-0.2418,-2.6918,-1.2579,-1.2327
600036,银行,2026-03-18,招商银行:[H股公告]招商银行股份有限公司董事会会议召开日期（其他）,0.0,general,-0.1824,-0.3758,-0.4259,-3.1062
600036,银行,2026-03-14,招商银行:招商银行股份有限公司关于赎回优先股的第一次提示性公告（其他）,0.0,routine,0.0786,0.3773,0.9054,0.4024
600036,银行,2026-03-14,招商银行:招商银行股份有限公司关于拟赎回优先股的公告（其他）,0.0,general,0.0786,0.3773,0.9054,0.4024
600036,银行,2026-02-28,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,0.0241,-0.2065,1.1097,-0.3871
600036,银行,2026-02-03,招商银行:招商银行股份有限公司关于首席风险官任职资格核准的公告（高管人员任职变动）,0.0,general,0.4167,1.8538,3.6815,3.3943
600036,银行,2026-01-24,招商银行:招商银行股份有限公司2025年度业绩快报公告（业绩快报）,0.0,general,0.1767,1.3867,1.6,0.8
600036,银行,2026-01-10,招商银行:招商银行股份有限公司2025年半年度A股分红派息实施公告（分配方案实施）,0.6,bullish,-0.003,-0.4468,-0.4219,-3.0529
600036,银行,2025-12-31,招商银行:[H股公告]招商银行股份有限公司董事名单与其角色和职能（其他）,0.0,general,0.1056,0.6084,1.5332,0.1217
600036,银行,2025-12-31,招商银行:招商银行股份有限公司关于高级管理人员任职资格核准的公告（高管人员任职变动）,0.0,general,0.1056,0.6084,1.5332,0.1217
600036,银行,2025-12-31,招商银行:招商银行股份有限公司关于非执行董事辞任的公告（高管人员任职变动）,0.0,general,0.1056,0.6084,1.5332,0.1217
600036,银行,2025-12-31,招商银行:招商银行股份有限公司关于董事任职资格核准的公告（高管人员任职变动）,0.0,general,0.1056,0.6084,1.5332,0.1217
600036,银行,2025-12-30,招商银行:招商银行股份有限公司董事会决议公告（高管人员任职变动）,0.0,routine,0.0384,-0.4362,0.1696,1.0904
600036,银行,2025-12-30,招商银行:招商银行股份有限公司2025年半年度利润分配方案公告（分配预案）,0.0,general,0.0384,-0.4362,0.1696,1.0904
600036,银行,2025-12-23,招商银行:[H股公告]招商银行股份有限公司持续关连交易公告（其他）,0.0,general,-0.0479,-0.1956,-0.3178,-0.5134
600036,银行,2025-12-23,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,-0.0479,-0.1956,-0.3178,-0.5134
600036,银行,2025-12-23,招商银行:招商银行股份有限公司日常关联交易公告（关联交易）,0.0,general,-0.0479,-0.1956,-0.3178,-0.5134
600036,银行,2025-12-20,招商银行:招商银行股份有限公司关于公司章程修订获核准及不再设置监事会的公告（公司章程修订）,0.0,routine,-0.0524,-0.5368,-0.1952,-0.3904
600036,银行,2025-12-20,招商银行:招商银行股份有限公司章程(2025年修订)（公司章程修订）,0.0,routine,-0.0524,-0.5368,-0.1952,-0.3904
600036,银行,2025-12-20,招商银行:招商银行股份有限公司董事会议事规则(2025年修订)（议事规则/实施细则）,0.0,routine,-0.0524,-0.5368,-0.1952,-0.3904
600036,银行,2025-12-20,招商银行:招商银行股份有限公司股东会议事规则(2025年修订)（议事规则/实施细则）,0.0,routine,-0.0524,-0.5368,-0.1952,-0.3904
600036,银行,2025-12-06,招商银行:招商银行股份有限公司境内优先股股息派发实施公告（分配方案实施）,0.0,general,-0.2672,-0.6362,-0.9661,-4.1235
600036,银行,2025-12-06,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,-0.2672,-0.6362,-0.9661,-4.1235
600036,银行,2025-12-06,招商银行:招商银行信息披露暂缓与豁免管理办法(2025年修订)（管理办法/制度）,0.0,routine,-0.2672,-0.6362,-0.9661,-4.1235
600036,银行,2025-11-24,招商银行:招商银行股份有限公司关于招银金融资产投资有限公司获准开业的公告（其他）,0.0,general,0.2018,1.4897,1.4897,1.3455
600036,银行,2025-11-05,招商银行:[H股公告]招商银行股份有限公司董事名单与其角色和职能（其他）,0.0,general,-0.0927,-1.1007,-0.6939,-0.1914
600036,银行,2025-11-05,招商银行:招商银行股份有限公司关于董事任职资格核准的公告（高管人员任职变动）,0.0,general,-0.0927,-1.1007,-0.6939,-0.1914
600036,银行,2025-11-03,招商银行:2025年10月31日投资者调研报告（调研活动）,0.0,routine,0.3181,2.9917,2.4767,1.3487
600036,银行,2025-11-01,招商银行:招商银行股份有限公司董事会决议公告（高管人员任职变动）,0.0,routine,0.5769,2.2568,5.3159,4.7894
600036,银行,2025-11-01,招商银行:招商银行股份有限公司关于首席风险官辞任的公告（高管人员任职变动）,0.0,general,0.5769,2.2568,5.3159,4.7894
600036,银行,2025-10-30,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,0.2427,-0.7713,1.468,4.5036
600036,银行,2025-10-30,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,0.2427,-0.7713,1.468,4.5036
600036,银行,2025-10-30,招商银行:招商银行股份有限公司2025年第三季度报告（三季度报告全文）,0.0,general,0.2427,-0.7713,1.468,4.5036
600036,银行,2025-10-30,招商银行:招商银行股份有限公司2025年第三季度第三支柱报告（其他）,0.0,general,0.2427,-0.7713,1.468,4.5036
600036,银行,2025-10-29,招商银行:[H股公告]招商银行股份有限公司董事名单与其角色和职能（其他）,0.0,general,0.1843,1.0815,0.3018,2.5654
600036,银行,2025-10-29,招商银行:招商银行股份有限公司关于董事任职资格核准的公告（高管人员任职变动）,0.0,general,0.1843,1.0815,0.3018,2.5654
600036,银行,2025-10-24,招商银行:招商银行股份有限公司关于召开2025年第三季度业绩说明会的公告（其他）,0.0,routine,-0.2154,-0.8793,-0.8549,-2.8823
600036,银行,2025-10-18,招商银行:[H股公告]招商银行股份有限公司董事会会议召开日期（其他）,0.0,general,0.0667,-0.4189,0.9611,0.8871
600036,银行,2025-09-30,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,-0.0723,-0.203,-0.5838,-0.7614
600036,银行,2025-09-30,招商银行:招商银行股份有限公司“提质增效重回报”行动方案执行情况评估报告（其他）,0.0,general,-0.0723,-0.203,-0.5838,-0.7614
600036,银行,2025-08-30,招商银行:招商银行股份有限公司2025年半年度第三支柱报告（其他）,0.0,general,-0.039,-2.1729,1.3133,0.0239
600036,银行,2025-08-30,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,-0.039,-2.1729,1.3133,0.0239
600036,银行,2025-08-30,招商银行:招商银行股份有限公司2025年半年度报告（半年度报告全文）,0.0,routine,-0.039,-2.1729,1.3133,0.0239
600036,银行,2025-08-30,招商银行:招商银行股份有限公司2025年半年度报告摘要（半年度报告摘要）,0.0,routine,-0.039,-2.1729,1.3133,0.0239
600036,银行,2025-08-30,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,-0.039,-2.1729,1.3133,0.0239
600036,银行,2025-08-28,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,-0.0701,-0.2144,-2.3827,1.096
600036,银行,2025-08-28,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,-0.0701,-0.2144,-2.3827,1.096
600036,银行,2025-08-22,招商银行:招商银行股份有限公司关于召开2025年中期业绩说明会的公告（其他）,0.0,routine,0.0674,1.4438,0.6154,-0.6154
600036,银行,2025-08-20,招商银行:[H股公告]招商银行股份有限公司董事会会议召开日期（其他）,0.0,general,0.0275,0.0471,-0.4477,0.9896
600036,银行,2025-08-05,招商银行:招商银行股份有限公司关于副行长辞任的公告（高管人员任职变动）,0.0,general,-0.1002,-0.2939,-0.226,-1.6275
600036,银行,2025-08-05,招商银行:招商银行股份有限公司关于独立非执行董事辞任的公告（高管人员任职变动）,0.0,general,-0.1002,-0.2939,-0.226,-1.6275
600036,银行,2025-07-11,招商银行:招商银行股份有限公司关于对2020年第一期无固定期限资本债券行使赎回选择权的公告（其他）,0.0,general,-0.1067,-0.1568,-0.9411,-1.1875
600036,银行,2025-07-10,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,-0.2363,-1.3266,-1.4813,-2.2551
600036,银行,2025-07-04,招商银行:招商银行股份有限公司关于招银金融资产投资有限公司获准筹建的公告（其他）,0.0,general,0.0784,0.2951,1.2483,0.1362
600036,银行,2025-07-04,招商银行:招商银行股份有限公司2024年年度A股分红派息实施公告（分配方案实施）,0.6,bullish,0.2584,0.2951,1.2483,0.1362
600036,银行,2025-06-28,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,0.0691,-0.6249,0.5323,1.5737
600036,银行,2025-06-28,招商银行:招商银行股份有限公司日常关联交易公告（关联交易）,0.0,general,0.0691,-0.6249,0.5323,1.5737
600036,银行,2025-06-28,招商银行:招商银行股份有限公司“提质增效重回报”行动方案（其他）,0.0,general,0.0691,-0.6249,0.5323,1.5737
600036,银行,2025-06-27,招商银行:[H股公告]招商银行股份有限公司支付H股股东2024年度末期股息（其他）,0.0,general,0.0691,-0.6249,0.5323,1.5737
600036,银行,2025-06-26,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,-0.5221,-3.6996,-4.3013,-3.187
600036,银行,2025-06-26,招商银行:招商银行股份有限公司董事会决议公告（高管人员任职变动）,0.0,routine,-0.5221,-3.6996,-4.3013,-3.187
600036,银行,2025-06-26,招商银行:招商银行股份有限公司关于监事辞任的公告（高管人员任职变动）,0.0,general,-0.5221,-3.6996,-4.3013,-3.187
600036,银行,2025-06-26,招商银行:招商银行股份有限公司2024年度股东大会决议公告（分配方案决议公告）,0.0,routine,-0.5221,-3.6996,-4.3013,-3.187
600036,银行,2025-06-26,招商银行:北京市君合(深圳)律师事务所关于招商银行股份有限公司2024年度股东大会的法律意见书（法律意见书）,0.0,routine,-0.5221,-3.6996,-4.3013,-3.187
600036,银行,2025-06-26,招商银行:[H股公告]招商银行股份有限公司董事名单与其角色和职能（其他）,0.0,general,-0.5221,-3.6996,-4.3013,-3.187
600036,银行,2025-06-07,招商银行:招商银行股份有限公司关于副行长任职资格核准的公告（高管人员任职变动）,0.0,general,0.1317,0.3136,0.4824,2.026
600036,银行,2025-05-31,招商银行:招商银行股份有限公司2024年度股东大会文件（股东大会资料）,0.0,routine,0.2436,1.336,1.5586,2.3256
600036,银行,2025-05-31,招商银行:招商银行股份有限公司关于召开2024年度股东大会的通知（召开股东大会通知）,0.0,routine,0.2436,1.336,1.5586,2.3256
600036,银行,2025-05-31,招商银行:招商银行股份有限公司关于无固定期限资本债券发行完毕的公告（其他）,0.0,general,0.2436,1.336,1.5586,2.3256
600036,银行,2025-05-29,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,0.1211,-0.0989,1.2358,1.4582
600036,银行,2025-05-29,招商银行:招商银行股份有限公司董事会决议公告（高管人员任职变动）,0.0,routine,0.1211,-0.0989,1.2358,1.4582
600036,银行,2025-05-24,招商银行:招商银行股份有限公司董事会决议公告（高管人员任职变动）,0.0,routine,-0.1058,-0.6092,-0.7554,-0.9016
600036,银行,2025-05-24,招商银行:招商银行股份有限公司关于执行董事辞任的公告（高管人员任职变动）,0.0,general,-0.1058,-0.6092,-0.7554,-0.9016
600036,银行,2025-05-16,招商银行:招商银行股份有限公司关于副行长任职资格核准的公告（高管人员任职变动）,0.0,general,-0.1323,-1.0422,-0.8968,-0.8968
600036,银行,2025-05-09,招商银行:招商银行股份有限公司关于投资设立金融资产投资公司的公告（投资设立公司）,0.0,general,0.3148,0.7907,2.6686,3.2864
600036,银行,2025-05-01,招商银行:招商银行股份有限公司关于无固定期限资本债券发行完毕的公告（其他）,0.0,general,0.491,1.6698,3.3925,5.4598
600036,银行,2025-04-30,招商银行:招商银行股份有限公司2025年第一季度第三支柱报告（其他）,0.0,general,0.491,1.6698,3.3925,5.4598
600036,银行,2025-04-30,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,0.491,1.6698,3.3925,5.4598
600036,银行,2025-04-30,招商银行:招商银行股份有限公司2025年第一季度报告（一季度报告全文）,0.0,routine,0.491,1.6698,3.3925,5.4598
600036,银行,2025-04-30,招商银行:招商银行股份有限公司董事会决议公告（高管人员任职变动）,0.0,routine,0.491,1.6698,3.3925,5.4598
600036,银行,2025-04-16,招商银行:[H股公告]招商银行股份有限公司董事会会议召开日期（其他）,0.0,general,0.0476,-0.3313,1.2742,0.0765
600036,银行,2025-04-01,招商银行:2025年3月27日投资者调研报告（调研活动）,0.0,routine,-0.281,-0.3512,-0.5519,-5.1179
600036,银行,2025-03-26,招商银行:招商银行股份有限公司2024年度审计报告(含经审计的财务报表及附注)（审计报告）,0.0,routine,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司董事会审计委员会对2024年度会计师事务所履行监督职责情况报告（其他）,0.0,general,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司董事会审计委员会2024年度履职情况报告（其他）,0.0,general,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司关于续聘会计师事务所的公告（审计机构变更）,0.0,general,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司2024年度报告（年度报告全文）,0.0,routine,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司2024年度可持续发展报告（ESG公告）,0.0,general,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司董事会决议公告（分配预案）,0.0,routine,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司关于2024年度会计师事务所履职情况的评估报告（其他）,0.0,general,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司董事会关于独立董事独立性的专项意见（专项说明/独立意见）,0.0,routine,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司2024年度内部控制评价报告（内部控制报告）,0.0,routine,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司独立董事2024年度述职报告（独立董事述职报告）,0.0,routine,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司2024年度报告摘要（年度报告摘要）,0.0,routine,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司2024年度第三支柱报告（其他）,0.0,general,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:非经营性资金占用及其他关联资金往来情况的专项说明（专项说明/独立意见）,0.0,routine,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司2024年度利润分配方案公告（分配预案）,0.0,general,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-26,招商银行:招商银行股份有限公司2024年度内部控制审计报告（审计报告）,0.0,routine,0.2107,1.5132,1.4124,1.5889
600036,银行,2025-03-25,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,-0.6798,-5.7747,-4.3489,-4.4439
600036,银行,2025-03-25,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,-0.6798,-5.7747,-4.3489,-4.4439
600036,银行,2025-03-21,招商银行:[H股公告]招商银行股份有限公司董事名单与其角色和职能（其他）,0.0,general,-0.1455,0.8395,0.9355,-4.8933
600036,银行,2025-03-21,招商银行:招商银行股份有限公司关于非执行董事辞任的公告（高管人员任职变动）,0.0,general,-0.1455,0.8395,0.9355,-4.8933
600036,银行,2025-03-20,招商银行:招商银行股份有限公司关于股东监事辞任的公告（高管人员任职变动）,0.0,general,-0.0972,-1.2787,-0.4499,-0.3552
600036,银行,2025-03-20,招商银行:招商银行股份有限公司关于董事任职资格核准的公告（高管人员任职变动）,0.0,general,-0.0972,-1.2787,-0.4499,-0.3552
600036,银行,2025-03-20,招商银行:[H股公告]招商银行股份有限公司董事名单与其角色和职能（其他）,0.0,general,-0.0972,-1.2787,-0.4499,-0.3552
600036,银行,2025-03-19,招商银行:招商银行股份有限公司关于召开2024年度业绩说明会的公告（其他）,0.0,routine,-0.3331,-1.8135,-3.0691,-2.2553
600036,银行,2025-03-15,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,0.0797,-0.2847,-0.0474,2.0403
600036,银行,2025-03-15,招商银行:招商银行股份有限公司董事会决议公告（高管人员任职变动）,0.0,routine,0.0797,-0.2847,-0.0474,2.0403
600036,银行,2025-03-15,招商银行:[H股公告]招商银行股份有限公司董事名单与其角色和职能（其他）,0.0,general,0.0797,-0.2847,-0.0474,2.0403
600036,银行,2025-03-14,招商银行:[H股公告]招商银行股份有限公司董事会会议召开日期（其他）,0.0,general,0.0797,-0.2847,-0.0474,2.0403
600036,银行,2025-02-21,招商银行:[H股公告]招商银行股份有限公司董事名单与其角色和职能（其他）,0.0,general,-0.0511,-0.3386,-0.9638,0.2084
600036,银行,2025-02-21,招商银行:招商银行股份有限公司关于非执行董事辞任的公告（高管人员任职变动）,0.0,general,-0.0511,-0.3386,-0.9638,0.2084
600036,银行,2025-02-12,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,0.0725,0.2331,1.0619,0.259
600036,银行,2025-01-21,招商银行:招商银行股份有限公司董事会决议公告（高管人员任职变动）,0.0,routine,-0.1106,-1.8583,-0.8349,0.3232
600036,银行,2025-01-15,招商银行:[H股公告]招商银行股份有限公司董事名单与其角色和职能（其他）,0.0,general,-0.0124,0.9301,0.186,-1.3819
600036,银行,2025-01-15,招商银行:招商银行股份有限公司关于董事任职资格核准的公告（高管人员任职变动）,0.0,general,-0.0124,0.9301,0.186,-1.3819
600036,银行,2025-01-15,招商银行:招商银行股份有限公司2024年度业绩快报公告（业绩快报）,0.0,general,-0.0124,0.9301,0.186,-1.3819
600036,银行,2024-12-31,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,-0.216,-2.1769,-1.7636,-0.6889
600036,银行,2024-12-28,招商银行:招商银行股份有限公司董事会决议公告（高管人员任职变动）,0.0,routine,-0.0758,0.7707,-0.1101,-2.2846
600036,银行,2024-12-12,招商银行:招商银行股份有限公司关于首席信息官任职资格核准的公告（高管人员任职变动）,0.0,general,-0.4577,-4.1911,-2.9617,-2.6544
600036,银行,2024-12-10,招商银行:[H股公告]招商银行股份有限公司董事名单与其角色和职能（其他）,0.0,general,-0.1836,-0.8429,0.562,-3.6527
600036,银行,2024-12-10,招商银行:招商银行股份有限公司关于董事和首席风险官任职资格核准的公告（高管人员任职变动）,0.0,general,-0.1836,-0.8429,0.562,-3.6527
600036,银行,2024-12-07,招商银行:招商银行股份有限公司境内优先股股息派发实施公告（分配方案实施）,0.0,general,0.2018,0.0,2.5944,1.7296
600036,银行,2024-11-30,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,0.1988,0.5101,2.3402,1.4101
600036,银行,2024-11-30,招商银行:招商银行股份有限公司关于独立非执行董事辞任的公告（高管人员任职变动）,0.0,general,0.1988,0.5101,2.3402,1.4101
600036,银行,2024-11-30,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,0.1988,0.5101,2.3402,1.4101
600036,银行,2024-11-13,招商银行:招商银行股份有限公司关于独立董事任职资格核准的公告（高管人员任职变动）,0.0,general,0.0429,0.6895,0.0,0.2298
600036,银行,2024-11-07,招商银行:招商银行股份有限公司关于无固定期限资本债券发行完毕的公告（其他）,0.0,general,-0.5093,-2.1061,-3.3917,-5.4158
600036,银行,2024-11-05,招商银行:2024年11月1日投资者调研报告（调研活动）,0.0,routine,-0.0401,-1.4416,1.3585,-0.7763
600036,银行,2024-10-30,招商银行:招商银行股份有限公司2024年第三季度报告（三季度报告全文）,0.0,general,0.0642,-1.4913,0.3728,2.495
600036,银行,2024-10-30,招商银行:招商银行股份有限公司董事会决议公告（高管人员任职变动）,0.0,routine,0.0642,-1.4913,0.3728,2.495
600036,银行,2024-10-30,招商银行:招商银行股份有限公司2024年第三季度第三支柱报告（其他）,0.0,general,0.0642,-1.4913,0.3728,2.495
600036,银行,2024-10-30,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,0.0642,-1.4913,0.3728,2.495
600036,银行,2024-10-25,招商银行:招商银行股份有限公司关于召开2024年第三季度业绩说明会的公告（其他）,0.0,routine,-0.2974,-1.6071,-1.3854,-3.3804
600036,银行,2024-10-18,招商银行:[H股公告]招商银行股份有限公司董事会会议召开日期（其他）,0.0,general,0.0686,-0.5549,0.333,1.6926
600036,银行,2024-09-30,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,0.3925,6.9075,-1.7341,3.237
600036,银行,2024-09-04,招商银行:2024年9月2日投资者调研报告（调研活动）,0.0,routine,-0.2288,-0.5644,-0.388,-3.9506
600036,银行,2024-08-30,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,-0.2466,-0.755,-1.8188,-2.7111
600036,银行,2024-08-30,招商银行:招商银行股份有限公司2024年半年度报告（半年度报告全文）,0.0,routine,-0.2466,-0.755,-1.8188,-2.7111
600036,银行,2024-08-30,招商银行:招商银行股份有限公司董事会决议公告（董事会决议公告）,0.0,routine,-0.2466,-0.755,-1.8188,-2.7111
600036,银行,2024-08-30,招商银行:招商银行股份有限公司2024年半年度报告摘要（半年度报告摘要）,0.0,routine,-0.2466,-0.755,-1.8188,-2.7111
600036,银行,2024-08-30,招商银行:招商银行股份有限公司2024年半年度第三支柱报告（其他）,0.0,general,-0.2466,-0.755,-1.8188,-2.7111
600036,银行,2024-08-28,招商银行:招商银行股份有限公司监事会决议公告（监事会决议公告）,0.0,routine,-0.6132,-2.4454,-4.9886,-5.7059
600036,银行,2024-08-28,招商银行:招商银行股份有限公司董事会决议公告（高管人员任职变动）,0.0,routine,-0.6132,-2.4454,-4.9886,-5.7059
600036,银行,2024-08-28,招商银行:招商银行股份有限公司日常关联交易公告（关联交易）,0.0,general,-0.6132,-2.4454,-4.9886,-5.7059
600036,银行,2024-08-27,招商银行:关于非执行董事任职资格核准的公告（其他）,0.0,general,-0.3558,-0.0652,-2.509,-5.0505
